model,score,train_score,val_score,test_score,best_params,best_seuil
LightGBM,score_métier,0.5811599622776495,0.5596809859841957,0.5648504950978,"{'smote__sampling_strategy': 0.9849549260809971, 'smote__k_neighbors': 9, 'clf__n_estimators': 103, 'clf__max_depth': 5, 'clf__learning_rate': 0.06318730785749581, 'clf__subsample': 0.6521211214797689, 'clf__colsample_bytree': 0.762378215816119, 'clf__num_leaves': 76, 'clf__min_child_samples': 12, 'clf__reg_alpha': 3.0592644736118975, 'clf__reg_lambda': 0.6974693032602092}",0.19
